0.978149	-0.132812	-0.0921631	0	0	0
0.977783	-0.132812	-0.0926514	0	0	0
0.978638	-0.133301	-0.0932617	0	0	0
0.977295	-0.13269	-0.0931396	0	0	0
0.977173	-0.13269	-0.0925293	0	0	0
0.978394	-0.133789	-0.0933838	0	0	0
0.977539	-0.133911	-0.09375	0	0	0
0.977173	-0.134399	-0.0935059	0	0	0
0.976929	-0.134277	-0.0939941	0	0	0
0.977295	-0.133911	-0.0930176	0	0	0
0.978149	-0.134766	-0.0946045	0	0	0
0.97876	-0.13501	-0.0955811	0	0	0
0.977295	-0.13501	-0.0947266	0	0	0
0.976562	-0.133667	-0.0947266	0	0	0
0.977661	-0.133301	-0.0933838	0	0	0
0.978516	-0.132935	-0.0928955	0	0	0
0.978027	-0.132568	-0.0936279	0	0	0
0.977783	-0.131958	-0.0932617	0	0	0
0.979492	-0.13147	-0.0931396	0	0	0
0.977783	-0.131958	-0.0916748	0	0	0
0.977783	-0.131592	-0.0924072	0	0	0
0.976685	-0.133057	-0.0925293	0	0	0
0.976196	-0.132812	-0.09375	0	0	0
0.976929	-0.131714	-0.0938721	0	0	0
0.977661	-0.132568	-0.0949707	0	0	0
0.977295	-0.133179	-0.0944824	0	0	0
0.976929	-0.134033	-0.0955811	0	0	0
0.978149	-0.133545	-0.0955811	0	0	0
0.976318	-0.134277	-0.0958252	0	0	0
0.976196	-0.133789	-0.0942383	0	0	0
0.976562	-0.133789	-0.0952148	0	0	0
0.977783	-0.133789	-0.0947266	0	0	0
0.979614	-0.134155	-0.09375	0	0	0
0.978882	-0.135132	-0.0931396	0	0	0
0.978149	-0.134033	-0.0935059	0	0	0
0.978638	-0.132568	-0.0921631	0	0	0
0.977295	-0.133179	-0.0924072	0	0	0
0.979004	-0.134521	-0.0925293	0	0	0
0.978149	-0.133057	-0.0942383	0	0	0
0.979492	-0.133301	-0.0947266	0	0	0
0.977783	-0.134766	-0.0942383	0	0	0
0.977783	-0.133057	-0.0931396	0	0	0
0.977051	-0.133057	-0.0943604	0	0	0
0.976807	-0.133667	-0.0942383	0	0	0
0.976807	-0.133789	-0.0949707	0	0	0
0.97876	-0.132324	-0.0949707	0	0	0
0.979248	-0.132935	-0.0942383	0	0	0
0.977295	-0.132812	-0.0936279	0	0	0
0.978027	-0.133179	-0.0935059	0	0	0
0.978271	-0.133179	-0.0922852	0	0	0
0.977051	-0.134521	-0.0921631	0	0	0
0.97644	-0.134399	-0.0925293	0	0	0
0.976807	-0.134033	-0.0925293	0	0	0
0.976196	-0.13501	-0.0930176	0	0	0
0.977661	-0.133911	-0.0924072	0	0	0
0.977661	-0.134155	-0.0936279	0	0	0
0.978149	-0.134277	-0.0933838	0	0	0
0.977051	-0.134644	-0.0925293	0	0	0
0.977051	-0.134644	-0.0932617	0	0	0
0.976562	-0.133179	-0.0942383	0	0	0
0.975952	-0.13501	-0.0944824	0	0	0
0.977783	-0.133057	-0.0946045	0	0	0
0.978027	-0.132812	-0.0953369	0	0	0
0.97583	-0.133301	-0.095459	0	0	0
0.978149	-0.133545	-0.0947266	0	0	0
0.977173	-0.133789	-0.0939941	0	0	0
0.977905	-0.13501	-0.0946045	0	0	0
0.977783	-0.133789	-0.0931396	0	0	0
0.977295	-0.135498	-0.0943604	0	0	0
0.975098	-0.135498	-0.0931396	0	0	0
0.977051	-0.134155	-0.0926514	0	0	0
0.977783	-0.134155	-0.0925293	0	0	0
0.976807	-0.133911	-0.0919189	0	0	0
0.976562	-0.13501	-0.0924072	0	0	0
0.977661	-0.132202	-0.0944824	0	0	0
0.978027	-0.13208	-0.0946045	0	0	0
0.976807	-0.13269	-0.0942383	0	0	0
0.977051	-0.134155	-0.0942383	0	0	0
0.977661	-0.132446	-0.0948486	0	0	0
0.977661	-0.133423	-0.0946045	0	0	0
0.977295	-0.13208	-0.0941162	0	0	0
0.977783	-0.133667	-0.0930176	0	0	0
0.977051	-0.133911	-0.0938721	0	0	0
0.978027	-0.133057	-0.0938721	0	0	0
0.978638	-0.133667	-0.0936279	0	0	0
0.977783	-0.134766	-0.0938721	0	0	0
0.97876	-0.134277	-0.0924072	0	0	0
0.977661	-0.133911	-0.0919189	0	0	0
0.976929	-0.133667	-0.0913086	0	0	0
0.975952	-0.131836	-0.0921631	0	0	0
0.976929	-0.133423	-0.0925293	0	0	0
0.977783	-0.132568	-0.0926514	0	0	0
0.978149	-0.133789	-0.0936279	0	0	0
0.977417	-0.132812	-0.0941162	0	0	0
0.978271	-0.133545	-0.0948486	0	0	0
0.978516	-0.133423	-0.0960693	0	0	0
0.977173	-0.133789	-0.0950928	0	0	0
0.976074	-0.133911	-0.0950928	0	0	0
0.977173	-0.13269	-0.0953369	0	0	0
0.978394	-0.132812	-0.0952148	0	0	0
0.978271	-0.132812	-0.0946045	0	0	0
0.977295	-0.133789	-0.0936279	0	0	0
0.976318	-0.132812	-0.0939941	0	0	0
0.976074	-0.134277	-0.0930176	0	0	0
0.979126	-0.133911	-0.0922852	0	0	0
0.977417	-0.132935	-0.0926514	0	0	0
0.978149	-0.13269	-0.0936279	0	0	0
0.978027	-0.134277	-0.0931396	0	0	0
0.978638	-0.134277	-0.092041	0	0	0
0.977539	-0.132568	-0.0930176	0	0	0
0.978882	-0.131714	-0.0949707	0	0	0
0.979126	-0.13269	-0.0938721	0	0	0
0.977783	-0.133179	-0.0942383	0	0	0
0.977661	-0.133667	-0.0942383	0	0	0
0.978149	-0.133301	-0.0952148	0	0	0
0.977417	-0.133911	-0.0943604	0	0	0
0.97644	-0.134521	-0.0938721	0	0	0
0.977417	-0.134399	-0.0933838	0	0	0
0.97644	-0.134399	-0.0936279	0	0	0
0.976562	-0.134155	-0.0935059	0	0	0
0.978394	-0.133911	-0.09375	0	0	0
0.977417	-0.134521	-0.0939941	0	0	0
0.976562	-0.134277	-0.09375	0	0	0
0.977539	-0.133667	-0.0932617	0	0	0
0.978516	-0.133057	-0.0933838	0	0	0
0.977417	-0.132812	-0.0932617	0	0	0
0.976807	-0.133545	-0.0926514	0	0	0
0.977539	-0.132568	-0.0944824	0	0	0
0.978882	-0.13269	-0.0947266	0	0	0
0.978271	-0.134155	-0.0941162	0	0	0
0.976685	-0.134521	-0.0947266	0	0	0
0.977051	-0.133545	-0.0947266	0	0	0
0.979248	-0.132324	-0.095459	0	0	0
0.978638	-0.133423	-0.0952148	0	0	0
0.97937	-0.134399	-0.09375	0	0	0
0.978271	-0.136353	-0.0935059	0	0	0
0.978149	-0.134644	-0.0944824	0	0	0
0.979248	-0.133301	-0.0935059	0	0	0
0.978638	-0.132202	-0.0930176	0	0	0
0.977417	-0.133911	-0.0919189	0	0	0
0.978271	-0.134644	-0.0926514	0	0	0
0.977295	-0.133179	-0.092041	0	0	0
0.976807	-0.132446	-0.0928955	0	0	0
0.978027	-0.134033	-0.0936279	0	0	0
0.978516	-0.133423	-0.0922852	0	0	0
0.976074	-0.133545	-0.0931396	0	0	0
0.976318	-0.132935	-0.0943604	0	0	0
0.975586	-0.133911	-0.0943604	0	0	0
0.977783	-0.134521	-0.0957031	0	0	0
0.97876	-0.134033	-0.0953369	0	0	0
0.978027	-0.136963	-0.095459	0	0	0
0.976807	-0.135376	-0.095459	0	0	0
0.976929	-0.133789	-0.0958252	0	0	0
0.977295	-0.132568	-0.0950928	0	0	0
0.977905	-0.132812	-0.09375	0	0	0
0.977905	-0.134033	-0.0933838	0	0	0
0.977661	-0.133545	-0.0928955	0	0	0
0.978149	-0.133057	-0.092041	0	0	0
0.979614	-0.133301	-0.0914307	0	0	0
0.978027	-0.132568	-0.092041	0	0	0
0.978638	-0.132812	-0.0913086	0	0	0
0.978394	-0.134155	-0.092041	0	0	0
0.979126	-0.133789	-0.09375	0	0	0
0.976929	-0.133057	-0.0936279	0	0	0
0.977905	-0.133301	-0.0944824	0	0	0
0.977051	-0.133179	-0.0947266	0	0	0
0.979004	-0.133423	-0.0955811	0	0	0
0.979126	-0.134277	-0.0970459	0	0	0
0.978149	-0.134766	-0.0957031	0	0	0
0.977417	-0.134766	-0.0963135	0	0	0
0.976685	-0.134521	-0.0958252	0	0	0
0.977661	-0.133667	-0.0957031	0	0	0
0.977661	-0.133423	-0.0946045	0	0	0
0.977295	-0.134644	-0.0930176	0	0	0
0.979736	-0.134888	-0.0925293	0	0	0
0.979858	-0.134277	-0.0914307	0	0	0
0.977905	-0.133667	-0.0921631	0	0	0
0.978638	-0.133545	-0.0914307	0	0	0
0.977173	-0.133667	-0.0930176	0	0	0
0.977417	-0.133545	-0.0925293	0	0	0
0.977417	-0.133423	-0.0924072	0	0	0
0.978027	-0.133667	-0.0922852	0	0	0
0.977417	-0.133423	-0.0935059	0	0	0
0.977783	-0.133423	-0.0941162	0	0	0
0.978516	-0.133545	-0.0944824	0	0	0
0.97876	-0.133789	-0.0960693	0	0	0
0.977539	-0.132202	-0.0963135	0	0	0
0.978027	-0.13269	-0.0963135	0	0	0
0.977661	-0.132935	-0.0942383	0	0	0
0.977539	-0.13562	-0.0947266	0	0	0
0.975586	-0.13562	-0.0939941	0	0	0
0.97522	-0.13501	-0.0931396	0	0	0
0.976929	-0.134399	-0.0936279	0	0	0
0.978271	-0.134644	-0.0927734	0	0	0
0.97937	-0.135254	-0.0922852	0	0	0
0.979004	-0.133057	-0.0922852	0	0	0
0.979004	-0.13269	-0.0915527	0	0	0
0.977783	-0.132324	-0.0921631	0	0	0
0.978271	-0.131226	-0.0921631	0	0	0
0.977417	-0.131958	-0.0935059	0	0	0
0.977051	-0.13269	-0.0926514	0	0	0
0.977417	-0.131714	-0.0930176	0	0	0
0.977051	-0.13269	-0.0941162	0	0	0
0.977539	-0.133789	-0.0955811	0	0	0
0.975464	-0.133545	-0.0961914	0	0	0
0.977661	-0.134521	-0.0953369	0	0	0
0.976074	-0.133423	-0.0964355	0	0	0
0.977539	-0.133789	-0.0952148	0	0	0
0.977783	-0.134521	-0.0946045	0	0	0
0.977417	-0.135742	-0.0953369	0	0	0
0.978638	-0.134644	-0.0928955	0	0	0
0.978516	-0.134766	-0.092041	0	0	0
0.977661	-0.134644	-0.0926514	0	0	0
0.978149	-0.133911	-0.0916748	0	0	0
0.977539	-0.134155	-0.0909424	0	0	0
0.977661	-0.133057	-0.0917969	0	0	0
0.979126	-0.130493	-0.09375	0	0	0
0.978149	-0.133667	-0.0931396	0	0	0
0.976318	-0.133667	-0.0941162	0	0	0
0.977905	-0.132568	-0.0935059	0	0	0
0.979004	-0.134033	-0.0947266	0	0	0
0.977539	-0.136108	-0.0953369	0	0	0
0.97876	-0.133423	-0.0958252	0	0	0
0.978271	-0.132935	-0.0941162	0	0	0
0.978149	-0.134399	-0.0949707	0	0	0
0.977783	-0.133667	-0.0955811	0	0	0
0.977783	-0.135132	-0.0944824	0	0	0
0.976562	-0.13562	-0.0935059	0	0	0
0.978149	-0.134277	-0.0935059	0	0	0
0.977417	-0.133545	-0.0933838	0	0	0
0.977905	-0.132568	-0.0928955	0	0	0
0.977783	-0.132935	-0.0921631	0	0	0
0.977173	-0.133545	-0.0930176	0	0	0
0.976807	-0.133545	-0.0921631	0	0	0
0.977173	-0.134399	-0.0921631	0	0	0
0.977539	-0.134033	-0.0944824	0	0	0
0.977539	-0.133545	-0.0947266	0	0	0
0.977173	-0.132812	-0.09375	0	0	0
0.977539	-0.133667	-0.0942383	0	0	0
0.977783	-0.132935	-0.0950928	0	0	0
0.977783	-0.134399	-0.0952148	0	0	0
0.978271	-0.132568	-0.0953369	0	0	0
0.977295	-0.13269	-0.0952148	0	0	0
0.97876	-0.133545	-0.0938721	0	0	0
0.978394	-0.133911	-0.09375	0	0	0
0.977539	-0.133789	-0.0932617	0	0	0
0.978149	-0.134155	-0.0932617	0	0	0
0.979248	-0.132812	-0.0927734	0	0	0
0.978271	-0.133911	-0.0927734	0	0	0
0.977539	-0.133057	-0.0925293	0	0	0
0.978882	-0.134033	-0.092041	0	0	0
0.978271	-0.134033	-0.0924072	0	0	0
0.977173	-0.133423	-0.0936279	0	0	0
0.977173	-0.132812	-0.0948486	0	0	0
0.978638	-0.132935	-0.0948486	0	0	0
0.978394	-0.134521	-0.0935059	0	0	0
0.978271	-0.135376	-0.0936279	0	0	0
0.978271	-0.132935	-0.0942383	0	0	0
0.977905	-0.13269	-0.0939941	0	0	0
0.978516	-0.133423	-0.0941162	0	0	0
0.978149	-0.133911	-0.0941162	0	0	0
0.978149	-0.133545	-0.0935059	0	0	0
0.977417	-0.133545	-0.0935059	0	0	0
0.97876	-0.133301	-0.0928955	0	0	0
0.977295	-0.134766	-0.0938721	0	0	0
0.977173	-0.134155	-0.0933838	0	0	0
0.977051	-0.133423	-0.0925293	0	0	0
0.978638	-0.13269	-0.0938721	0	0	0
0.978882	-0.133179	-0.09375	0	0	0
0.978149	-0.13208	-0.0936279	0	0	0
0.976685	-0.133301	-0.09375	0	0	0
0.97644	-0.134033	-0.09375	0	0	0
0.976074	-0.132935	-0.095459	0	0	0
0.97583	-0.134766	-0.0957031	0	0	0
0.976929	-0.134155	-0.0947266	0	0	0
0.977905	-0.135376	-0.0941162	0	0	0
0.978027	-0.133789	-0.0930176	0	0	0
0.977661	-0.132935	-0.0928955	0	0	0
0.975464	-0.134766	-0.0936279	0	0	0
0.977417	-0.133667	-0.0930176	0	0	0
0.978027	-0.132324	-0.0931396	0	0	0
0.978271	-0.133545	-0.092041	0	0	0
0.977295	-0.133057	-0.0911865	0	0	0
0.978149	-0.131714	-0.0919189	0	0	0
0.978271	-0.132324	-0.0927734	0	0	0
0.97876	-0.134033	-0.0926514	0	0	0
0.977905	-0.133179	-0.0932617	0	0	0
0.978149	-0.132812	-0.0936279	0	0	0
0.978149	-0.133423	-0.0947266	0	0	0
0.976562	-0.13501	-0.0946045	0	0	0
0.977783	-0.133545	-0.0953369	0	0	0
0.977295	-0.13501	-0.0943604	0	0	0
0.977539	-0.134888	-0.0948486	0	0	0
0.978149	-0.135376	-0.0939941	0	0	0
0.977783	-0.13501	-0.0947266	0	0	0
0.977417	-0.134644	-0.0939941	0	0	0
0.977661	-0.134399	-0.0932617	0	0	0
0.976807	-0.134644	-0.0936279	0	0	0
0.976807	-0.133789	-0.0925293	0	0	0
0.976929	-0.133423	-0.0921631	0	0	0
0.977173	-0.132568	-0.0941162	0	0	0
0.977539	-0.133423	-0.0948486	0	0	0
0.977905	-0.133301	-0.0932617	0	0	0
0.977539	-0.134521	-0.0936279	0	0	0
0.979004	-0.131958	-0.0939941	0	0	0
0.977051	-0.132568	-0.0933838	0	0	0
0.976562	-0.133789	-0.0950928	0	0	0
0.977783	-0.134155	-0.0939941	0	0	0
0.979248	-0.134888	-0.0948486	0	0	0
0.97876	-0.133789	-0.0941162	0	0	0
0.978516	-0.134033	-0.0935059	0	0	0
0.977295	-0.133545	-0.09375	0	0	0
0.97937	-0.133179	-0.0947266	0	0	0
0.976074	-0.134399	-0.0943604	0	0	0
0.976929	-0.132568	-0.0938721	0	0	0
0.978027	-0.132202	-0.0947266	0	0	0
0.978638	-0.134155	-0.0935059	0	0	0
0.979736	-0.133057	-0.0942383	0	0	0
0.979004	-0.134155	-0.0935059	0	0	0
0.977051	-0.133301	-0.0927734	0	0	0
0.978882	-0.13269	-0.0931396	0	0	0
0.978638	-0.132324	-0.0931396	0	0	0
0.978027	-0.132324	-0.0943604	0	0	0
0.978516	-0.132568	-0.0938721	0	0	0
0.978394	-0.134277	-0.0933838	0	0	0
0.978394	-0.133301	-0.0946045	0	0	0
0.978149	-0.133911	-0.0931396	0	0	0
0.977905	-0.134033	-0.0952148	0	0	0
0.978271	-0.134277	-0.0935059	0	0	0
0.977417	-0.134521	-0.0941162	0	0	0
0.977173	-0.134644	-0.0932617	0	0	0
0.977417	-0.134766	-0.0941162	0	0	0
0.977173	-0.133423	-0.0939941	0	0	0
0.97644	-0.132935	-0.0933838	0	0	0
0.977173	-0.134033	-0.0944824	0	0	0
0.978394	-0.133545	-0.0946045	0	0	0
0.977783	-0.132812	-0.0946045	0	0	0
0.97937	-0.134644	-0.0947266	0	0	0
0.977539	-0.133667	-0.0931396	0	0	0
0.978271	-0.133545	-0.0932617	0	0	0
0.977539	-0.132568	-0.0941162	0	0	0
0.977295	-0.13269	-0.0930176	0	0	0
0.976562	-0.13269	-0.0931396	0	0	0
0.976807	-0.133545	-0.0936279	0	0	0
0.977295	-0.133057	-0.0933838	0	0	0
0.976562	-0.134277	-0.0939941	0	0	0
0.977173	-0.133179	-0.0939941	0	0	0
0.977783	-0.133667	-0.0938721	0	0	0
0.97876	-0.134644	-0.0928955	0	0	0
0.977417	-0.134644	-0.0932617	0	0	0
0.978149	-0.134155	-0.0946045	0	0	0
0.977783	-0.133667	-0.0938721	0	0	0
0.977539	-0.134155	-0.0943604	0	0	0
0.978516	-0.133301	-0.0939941	0	0	0
0.978027	-0.133789	-0.09375	0	0	0
0.977539	-0.132812	-0.0942383	0	0	0
0.977417	-0.13208	-0.0942383	0	0	0
0.976807	-0.132446	-0.0941162	0	0	0
0.977661	-0.133667	-0.0935059	0	0	0
0.97876	-0.13269	-0.0919189	0	0	0
0.978027	-0.134766	-0.0936279	0	0	0
0.978149	-0.134521	-0.0935059	0	0	0
0.978027	-0.133789	-0.0942383	0	0	0
0.977417	-0.132935	-0.0946045	0	0	0
0.976929	-0.133545	-0.0949707	0	0	0
0.977173	-0.134155	-0.0938721	0	0	0
0.978882	-0.133789	-0.0941162	0	0	0
0.978638	-0.133789	-0.0922852	0	0	0
0.977905	-0.133911	-0.092041	0	0	0
0.978149	-0.133301	-0.0932617	0	0	0
0.977661	-0.133911	-0.0933838	0	0	0
0.978516	-0.135132	-0.0933838	0	0	0
0.979004	-0.134277	-0.0927734	0	0	0
0.976685	-0.133911	-0.0927734	0	0	0
0.978027	-0.134888	-0.0925293	0	0	0
0.976318	-0.134644	-0.0946045	0	0	0
0.976807	-0.135498	-0.09375	0	0	0
0.978271	-0.133545	-0.0944824	0	0	0
0.976074	-0.132812	-0.0933838	0	0	0
0.977905	-0.133667	-0.0921631	0	0	0
0.978638	-0.133179	-0.0927734	0	0	0
0.978638	-0.133789	-0.0952148	0	0	0
0.977661	-0.133057	-0.0948486	0	0	0
0.976685	-0.133545	-0.0952148	0	0	0
0.976807	-0.134155	-0.095459	0	0	0
0.977539	-0.134644	-0.0935059	0	0	0
0.977173	-0.133789	-0.0939941	0	0	0
0.977295	-0.131592	-0.0939941	0	0	0
0.978149	-0.135132	-0.0927734	0	0	0
0.977417	-0.134521	-0.0930176	0	0	0
0.977051	-0.134033	-0.0941162	0	0	0
0.97644	-0.133179	-0.0930176	0	0	0
0.976196	-0.134277	-0.0939941	0	0	0
0.977539	-0.133789	-0.09375	0	0	0
0.977539	-0.133301	-0.0931396	0	0	0
0.97876	-0.135132	-0.09375	0	0	0
0.978638	-0.134277	-0.0947266	0	0	0
0.978149	-0.133423	-0.0942383	0	0	0
0.978638	-0.132568	-0.0957031	0	0	0
0.979248	-0.132568	-0.0952148	0	0	0
0.978882	-0.132812	-0.0939941	0	0	0
0.979004	-0.132324	-0.0948486	0	0	0
0.978271	-0.132935	-0.0950928	0	0	0
0.977417	-0.133301	-0.0948486	0	0	0
0.977661	-0.133301	-0.0938721	0	0	0
0.977905	-0.133911	-0.0939941	0	0	0
0.977905	-0.132568	-0.0930176	0	0	0
0.979126	-0.132935	-0.0936279	0	0	0
0.978271	-0.133789	-0.0938721	0	0	0
0.977173	-0.133057	-0.0932617	0	0	0
0.977905	-0.13501	-0.092041	0	0	0
0.977539	-0.133911	-0.0941162	0	0	0
0.978271	-0.133545	-0.0948486	0	0	0
0.977905	-0.134033	-0.0946045	0	0	0
0.976929	-0.134521	-0.0943604	0	0	0
0.977295	-0.134033	-0.0938721	0	0	0
0.977295	-0.132935	-0.0944824	0	0	0
0.977051	-0.134521	-0.0946045	0	0	0
0.977417	-0.132568	-0.0955811	0	0	0
0.977417	-0.132202	-0.0952148	0	0	0
0.978149	-0.133545	-0.09375	0	0	0
0.976929	-0.132568	-0.0936279	0	0	0
0.976929	-0.132812	-0.0931396	0	0	0
0.977539	-0.132568	-0.0935059	0	0	0
0.977661	-0.134521	-0.0932617	0	0	0
0.97876	-0.13269	-0.0921631	0	0	0
0.979004	-0.134155	-0.0930176	0	0	0
0.977661	-0.133179	-0.0928955	0	0	0
0.977905	-0.133057	-0.0939941	0	0	0
0.978027	-0.134277	-0.0936279	0	0	0
0.976685	-0.132446	-0.0939941	0	0	0
0.978638	-0.133423	-0.0932617	0	0	0
0.977417	-0.133667	-0.0949707	0	0	0
0.978027	-0.132568	-0.0943604	0	0	0
0.977173	-0.131958	-0.0941162	0	0	0
0.977661	-0.132935	-0.0933838	0	0	0
0.976562	-0.132812	-0.0939941	0	0	0
0.978027	-0.133179	-0.0943604	0	0	0
0.978149	-0.133545	-0.0949707	0	0	0
0.977905	-0.132202	-0.0933838	0	0	0
0.978638	-0.133423	-0.0931396	0	0	0
0.977051	-0.133057	-0.0943604	0	0	0
0.977295	-0.133789	-0.0931396	0	0	0
0.976929	-0.135254	-0.0926514	0	0	0
0.977661	-0.134644	-0.0924072	0	0	0
0.978394	-0.133301	-0.0922852	0	0	0
0.978394	-0.132568	-0.0946045	0	0	0
0.977783	-0.13208	-0.0942383	0	0	0
0.977295	-0.131836	-0.0926514	0	0	0
0.977417	-0.131714	-0.0935059	0	0	0
0.976929	-0.132446	-0.0941162	0	0	0
0.976929	-0.134521	-0.0947266	0	0	0
0.977417	-0.135132	-0.0939941	0	0	0
0.977539	-0.133057	-0.0947266	0	0	0
0.976685	-0.133423	-0.0947266	0	0	0
0.976807	-0.134155	-0.0950928	0	0	0
0.978638	-0.134644	-0.0933838	0	0	0
0.977417	-0.133179	-0.0942383	0	0	0
0.978638	-0.13208	-0.0938721	0	0	0
0.978882	-0.131836	-0.0939941	0	0	0
0.977905	-0.133667	-0.0919189	0	0	0
0.977295	-0.134888	-0.0924072	0	0	0
0.977783	-0.132202	-0.0941162	0	0	0
0.978394	-0.134521	-0.0942383	0	0	0
0.978027	-0.135498	-0.09375	0	0	0
0.977905	-0.135132	-0.0931396	0	0	0
0.977051	-0.135132	-0.0925293	0	0	0
0.979004	-0.134888	-0.0932617	0	0	0
0.977295	-0.134399	-0.0927734	0	0	0
0.979004	-0.133667	-0.0941162	0	0	0
0.977051	-0.134399	-0.09375	0	0	0
0.976807	-0.135986	-0.09375	0	0	0
0.976929	-0.133545	-0.09375	0	0	0
0.978271	-0.134155	-0.0941162	0	0	0
0.977905	-0.135376	-0.0938721	0	0	0
0.977051	-0.133789	-0.0933838	0	0	0
0.978882	-0.133179	-0.0932617	0	0	0
0.977539	-0.133911	-0.0936279	0	0	0
0.978027	-0.133667	-0.0930176	0	0	0
0.978882	-0.133789	-0.0927734	0	0	0
0.978027	-0.133545	-0.092041	0	0	0
0.977905	-0.134766	-0.09375	0	0	0
0.977905	-0.134033	-0.0924072	0	0	0
0.978149	-0.133911	-0.0936279	0	0	0
0.978638	-0.134155	-0.0939941	0	0	0
0.979004	-0.133789	-0.0939941	0	0	0
0.978394	-0.134766	-0.0942383	0	0	0
0.97644	-0.132568	-0.0943604	0	0	0
0.976562	-0.131958	-0.0947266	0	0	0
0.976929	-0.134033	-0.0946045	0	0	0
0.978394	-0.13501	-0.0943604	0	0	0
0.977783	-0.133545	-0.0946045	0	0	0
0.978271	-0.133423	-0.0947266	0	0	0
0.978271	-0.134644	-0.0938721	0	0	0
0.977783	-0.134521	-0.0924072	0	0	0
0.977173	-0.134888	-0.0930176	0	0	0
0.977905	-0.134521	-0.0932617	0	0	0
0.978638	-0.134033	-0.0925293	0	0	0
0.97876	-0.134521	-0.0927734	0	0	0
0.977661	-0.135864	-0.0935059	0	0	0
0.977905	-0.133423	-0.0939941	0	0	0
0.978149	-0.134399	-0.0927734	0	0	0
0.978027	-0.134277	-0.0936279	0	0	0
0.978149	-0.134521	-0.0927734	0	0	0
0.978516	-0.135254	-0.0946045	0	0	0
0.979248	-0.134888	-0.0943604	0	0	0
0.977539	-0.133057	-0.095459	0	0	0
0.978882	-0.132202	-0.0952148	0	0	0
0.978271	-0.133545	-0.095459	0	0	0
0.977905	-0.133301	-0.0936279	0	0	0
0.977295	-0.13208	-0.0938721	0	0	0
0.977417	-0.133423	-0.0943604	0	0	0
0.97644	-0.133911	-0.09375	0	0	0
0.978149	-0.135498	-0.0941162	0	0	0
0.977661	-0.134644	-0.0941162	0	0	0
0.979858	-0.134766	-0.0942383	0	0	0
0.976807	-0.134155	-0.0941162	0	0	0
0.978149	-0.134399	-0.0939941	0	0	0
0.977539	-0.133301	-0.0935059	0	0	0
0.978516	-0.133179	-0.0926514	0	0	0
0.977661	-0.134155	-0.0933838	0	0	0
0.977173	-0.133789	-0.09375	0	0	0
0.979248	-0.13147	-0.0935059	0	0	0
0.97937	-0.133545	-0.0941162	0	0	0
0.97876	-0.133179	-0.09375	0	0	0
0.977173	-0.131958	-0.0925293	0	0	0
0.977539	-0.133057	-0.0939941	0	0	0
0.976929	-0.132568	-0.0926514	0	0	0
0.977417	-0.133545	-0.0930176	0	0	0
0.977905	-0.132935	-0.0947266	0	0	0
0.977661	-0.13501	-0.0948486	0	0	0
0.977661	-0.134888	-0.0935059	0	0	0
0.977295	-0.135254	-0.0935059	0	0	0
0.978394	-0.135742	-0.0936279	0	0	0
0.978027	-0.134644	-0.0938721	0	0	0
0.977051	-0.134766	-0.0925293	0	0	0
0.978516	-0.133545	-0.0932617	0	0	0
0.978516	-0.13501	-0.0935059	0	0	0
0.977295	-0.132568	-0.0936279	0	0	0
0.977173	-0.134644	-0.0939941	0	0	0
0.978638	-0.134155	-0.0932617	0	0	0
0.977783	-0.132812	-0.0928955	0	0	0
0.977051	-0.13269	-0.0931396	0	0	0
0.977905	-0.132568	-0.0931396	0	0	0
0.977539	-0.133301	-0.0925293	0	0	0
0.977051	-0.131348	-0.0941162	0	0	0
0.977539	-0.132202	-0.0927734	0	0	0
0.976929	-0.131714	-0.0936279	0	0	0
0.977051	-0.132935	-0.0933838	0	0	0
0.976807	-0.132568	-0.0931396	0	0	0
0.977905	-0.134644	-0.0944824	0	0	0
0.977783	-0.133789	-0.0942383	0	0	0
0.977783	-0.133179	-0.0942383	0	0	0
0.978271	-0.133179	-0.0941162	0	0	0
0.978027	-0.132935	-0.0936279	0	0	0
0.978516	-0.133301	-0.0936279	0	0	0
0.978149	-0.133911	-0.0935059	0	0	0
0.978394	-0.132812	-0.0936279	0	0	0
0.978882	-0.133911	-0.0924072	0	0	0
0.977295	-0.134033	-0.0930176	0	0	0
0.977295	-0.134155	-0.0922852	0	0	0
0.979004	-0.132812	-0.0926514	0	0	0
0.978027	-0.132812	-0.0931396	0	0	0
0.979004	-0.132446	-0.092041	0	0	0
0.979004	-0.132446	-0.0930176	0	0	0
0.976318	-0.133179	-0.0939941	0	0	0
0.976318	-0.134399	-0.0932617	0	0	0
0.977051	-0.133667	-0.0950928	0	0	0
0.977783	-0.133545	-0.0941162	0	0	0
0.980713	-0.136108	-0.0946045	0	0	0
0.978638	-0.135742	-0.0947266	0	0	0
0.978638	-0.134521	-0.0947266	0	0	0
0.976807	-0.134277	-0.0939941	0	0	0
0.979736	-0.133911	-0.0930176	0	0	0
0.978394	-0.133301	-0.0935059	0	0	0
0.97876	-0.133667	-0.0928955	0	0	0
0.977661	-0.133423	-0.0932617	0	0	0
0.979126	-0.132568	-0.0932617	0	0	0
0.978882	-0.132202	-0.0930176	0	0	0
0.978516	-0.13269	-0.0930176	0	0	0
0.97876	-0.134644	-0.0927734	0	0	0
0.977051	-0.132568	-0.09375	0	0	0
0.97644	-0.13501	-0.0949707	0	0	0
0.978394	-0.133301	-0.09375	0	0	0
0.977417	-0.132568	-0.0932617	0	0	0
